WeekDay,Period,NSW_Price,NSW_Demand,Vic_Price,VIC_Demand,Transfer,Class
1,0.042553,0.087426,0.289497,0.003467,0.422915,0.414912,DOWN
1,0.14893599999999999,0.081122,0.144749,0.003467,0.422915,0.414912,DOWN
1,0.8510639999999999,0.190165,0.582118,0.003467,0.422915,0.414912,UP
1,0.9574469999999999,0.16128299999999998,0.480512,0.003467,0.422915,0.414912,DOWN
2,0.085106,0.081122,0.325945,0.003467,0.422915,0.414912,DOWN
2,0.510638,0.043983,0.510265,0.003467,0.422915,0.414912,DOWN
2,0.5319149999999999,0.043983,0.49404899999999996,0.003467,0.422915,0.414912,DOWN
2,0.553191,0.043983,0.480512,0.003467,0.422915,0.414912,DOWN
2,0.744681,0.044254,0.70485,0.003467,0.422915,0.414912,DOWN
2,0.787234,0.043983,0.672419,0.003467,0.422915,0.414912,DOWN
2,0.9574469999999999,0.044134,0.489438,0.003467,0.422915,0.414912,DOWN
3,0.255319,0.09199,0.379203,0.003467,0.422915,0.414912,UP
3,0.446809,0.043983,0.550431,0.003467,0.422915,0.414912,DOWN
4,0.06383,0.077999,0.39155,0.003467,0.422915,0.414912,UP
4,0.21276599999999998,0.082383,0.22359400000000001,0.003467,0.422915,0.414912,UP
4,0.361702,0.043983,0.591788,0.003467,0.422915,0.414912,DOWN
4,0.46808500000000003,0.043983,0.5360010000000001,0.003467,0.422915,0.414912,DOWN
4,0.574468,0.043983,0.482446,0.003467,0.422915,0.414912,DOWN
4,0.744681,0.044224,0.68313,0.003467,0.422915,0.414912,DOWN
5,0.10638299999999999,0.077999,0.286819,0.003467,0.422915,0.414912,UP
5,0.21276599999999998,0.082473,0.21972600000000003,0.003467,0.422915,0.414912,UP
5,0.276596,0.12270299999999999,0.48557,0.003467,0.422915,0.414912,UP
5,0.48936199999999996,0.044134,0.518744,0.003467,0.422915,0.414912,DOWN
5,0.659574,0.043833,0.432609,0.003467,0.422915,0.414912,DOWN
6,0.40425500000000003,0.10910299999999999,0.523505,0.003467,0.422915,0.414912,UP
6,0.574468,0.044134,0.322523,0.003467,0.422915,0.414912,DOWN
6,0.680851,0.043983,0.323416,0.003467,0.422915,0.414912,DOWN
7,0.10638299999999999,0.043833,0.136864,0.003467,0.422915,0.414912,DOWN
7,0.48936199999999996,0.083884,0.40226100000000004,0.003467,0.422915,0.414912,UP
7,0.595745,0.082353,0.332342,0.003467,0.422915,0.414912,UP
7,0.6382979999999999,0.083884,0.33323400000000003,0.003467,0.422915,0.414912,UP
7,0.723404,0.121502,0.493752,0.003467,0.422915,0.414912,UP
7,0.787234,0.086676,0.550878,0.003467,0.422915,0.414912,UP
7,0.9148940000000001,0.044134,0.349747,0.003467,0.422915,0.414912,DOWN
7,1.0,0.043983,0.352127,0.003467,0.422915,0.414912,DOWN
1,0.48936199999999996,0.048517000000000005,0.517406,0.003467,0.422915,0.414912,DOWN
1,0.744681,0.05221,0.673312,0.003467,0.422915,0.414912,DOWN
2,0.702128,0.077789,0.5766140000000001,0.003467,0.422915,0.414912,UP
2,0.9361700000000001,0.046956,0.450759,0.003467,0.422915,0.414912,DOWN
3,0.0,0.047076,0.48066099999999995,0.003467,0.422915,0.414912,DOWN
3,0.06383,0.046956,0.36730100000000004,0.003467,0.422915,0.414912,DOWN
3,0.21276599999999998,0.074877,0.201726,0.003467,0.422915,0.414912,UP
3,0.46808500000000003,0.045244,0.518149,0.003467,0.422915,0.414912,DOWN
3,0.553191,0.045244,0.481404,0.003467,0.422915,0.414912,DOWN
3,0.6382979999999999,0.045244,0.464891,0.003467,0.422915,0.414912,DOWN
3,0.808511,0.043563,0.59283,0.003467,0.422915,0.414912,DOWN
4,0.042553,0.045394,0.45090699999999995,0.003467,0.422915,0.414912,DOWN
4,0.085106,0.045244,0.323862,0.003467,0.422915,0.414912,DOWN
4,0.276596,0.077789,0.466379,0.003467,0.422915,0.414912,UP
4,0.510638,0.045244,0.514579,0.003467,0.422915,0.414912,DOWN
4,0.6382979999999999,0.043743000000000004,0.459387,0.003467,0.422915,0.414912,DOWN
4,0.8510639999999999,0.045394,0.599375,0.003467,0.422915,0.414912,DOWN
4,0.9361700000000001,0.07893,0.513835,0.003467,0.422915,0.414912,UP
4,1.0,0.045515,0.524249,0.003467,0.422915,0.414912,DOWN
5,0.021277,0.045515,0.49166899999999997,0.003467,0.422915,0.414912,DOWN
5,0.042553,0.045394,0.461321,0.003467,0.422915,0.414912,DOWN
5,0.21276599999999998,0.076798,0.22091599999999997,0.003467,0.422915,0.414912,UP
5,0.31914899999999996,0.050168,0.591342,0.003467,0.422915,0.414912,DOWN
5,0.42553199999999997,0.050468,0.597144,0.003467,0.422915,0.414912,DOWN
6,0.0,0.077249,0.512199,0.003467,0.422915,0.414912,UP
6,0.382979,0.099616,0.5611430000000001,0.003467,0.422915,0.414912,UP
6,0.446809,0.043953,0.49940500000000004,0.003467,0.422915,0.414912,DOWN
6,0.6382979999999999,0.043683,0.307795,0.003467,0.422915,0.414912,DOWN
6,0.723404,0.106761,0.536745,0.003467,0.422915,0.414912,UP
6,0.8510639999999999,0.08949800000000001,0.505504,0.003467,0.422915,0.414912,UP
7,0.12766,0.058514,0.14564100000000002,0.003467,0.422915,0.414912,DOWN
7,0.21276599999999998,0.058514,0.114996,0.003467,0.422915,0.414912,DOWN
7,0.40425500000000003,0.102198,0.49018100000000003,0.003467,0.422915,0.414912,UP
7,0.510638,0.043833,0.362987,0.003467,0.422915,0.414912,DOWN
7,0.680851,0.043683,0.331895,0.003467,0.422915,0.414912,DOWN
7,1.0,0.043683,0.384261,0.003467,0.422915,0.414912,DOWN
1,0.255319,0.081722,0.171824,0.003467,0.422915,0.414912,UP
1,0.31914899999999996,0.075417,0.295001,0.003467,0.422915,0.414912,UP
1,0.48936199999999996,0.095803,0.428295,0.003467,0.422915,0.414912,UP
1,0.617021,0.08949800000000001,0.373103,0.003467,0.422915,0.414912,UP
1,0.765957,0.152516,0.685808,0.003467,0.422915,0.414912,UP
1,0.808511,0.121202,0.6341859999999999,0.003467,0.422915,0.414912,UP
1,0.829787,0.121202,0.610979,0.003467,0.422915,0.414912,UP
1,0.87234,0.095803,0.54701,0.003467,0.422915,0.414912,UP
1,0.9148940000000001,0.043833,0.43975,0.003467,0.422915,0.414912,DOWN
2,0.0,0.063648,0.430378,0.003467,0.422915,0.414912,DOWN
2,0.021277,0.043833,0.394377,0.003467,0.422915,0.414912,DOWN
2,0.042553,0.043833,0.383368,0.003467,0.422915,0.414912,DOWN
2,0.14893599999999999,0.058514,0.184618,0.003467,0.422915,0.414912,DOWN
2,0.361702,0.043833,0.6420710000000001,0.003467,0.422915,0.414912,DOWN
2,0.40425500000000003,0.121202,0.681196,0.003467,0.422915,0.414912,UP
2,0.48936199999999996,0.08949800000000001,0.59878,0.003467,0.422915,0.414912,UP
2,0.510638,0.121202,0.591342,0.003467,0.422915,0.414912,UP
2,0.574468,0.121202,0.571407,0.003467,0.422915,0.414912,UP
2,0.6382979999999999,0.121202,0.550134,0.003467,0.422915,0.414912,UP
3,0.06383,0.07854,0.432907,0.003467,0.422915,0.414912,DOWN
3,0.170213,0.076798,0.222404,0.003467,0.422915,0.414912,DOWN
3,0.42553199999999997,0.152756,0.65903,0.003467,0.422915,0.414912,UP
4,0.170213,0.075177,0.22166,0.003467,0.422915,0.414912,DOWN
4,0.21276599999999998,0.075627,0.242339,0.003467,0.422915,0.414912,DOWN
4,0.255319,0.086075,0.395567,0.003467,0.422915,0.414912,DOWN
4,0.659574,0.120151,0.556828,0.003467,0.422915,0.414912,DOWN
4,0.680851,0.120151,0.591044,0.003467,0.422915,0.414912,DOWN
4,0.765957,0.20910900000000002,0.804225,0.003467,0.422915,0.414912,UP
4,0.9148940000000001,0.10661099999999998,0.5443319999999999,0.003467,0.422915,0.414912,DOWN
4,0.978723,0.120001,0.567986,0.003467,0.422915,0.414912,DOWN
5,0.042553,0.08217200000000001,0.48795,0.003467,0.422915,0.414912,DOWN
5,0.10638299999999999,0.07520700000000001,0.320738,0.003467,0.422915,0.414912,DOWN
5,0.46808500000000003,0.07511699999999999,0.612467,0.003467,0.422915,0.414912,DOWN
5,0.553191,0.07511699999999999,0.560994,0.003467,0.422915,0.414912,DOWN
5,0.829787,0.091059,0.6569470000000001,0.003467,0.422915,0.414912,DOWN
5,0.8510639999999999,0.10616099999999999,0.631508,0.003467,0.422915,0.414912,UP
5,0.893617,0.07511699999999999,0.55787,0.003467,0.422915,0.414912,DOWN
6,0.595745,0.062598,0.384856,0.003467,0.422915,0.414912,DOWN
6,0.702128,0.10616099999999999,0.530943,0.003467,0.422915,0.414912,UP
6,0.829787,0.10616099999999999,0.5601010000000001,0.003467,0.422915,0.414912,UP
6,0.8510639999999999,0.089798,0.534067,0.003467,0.422915,0.414912,DOWN
7,0.170213,0.060886,0.12169,0.003467,0.422915,0.414912,DOWN
7,0.21276599999999998,0.060886,0.11916099999999999,0.003467,0.422915,0.414912,DOWN
7,0.765957,0.121202,0.6960729999999999,0.003467,0.422915,0.414912,UP
7,0.893617,0.062598,0.49762,0.003467,0.422915,0.414912,DOWN
1,0.361702,0.089798,0.612169,0.003467,0.422915,0.414912,UP
1,0.5319149999999999,0.07499700000000001,0.5639689999999999,0.003467,0.422915,0.414912,DOWN
1,0.680851,0.10616099999999999,0.5740850000000001,0.003467,0.422915,0.414912,UP
1,0.765957,0.14966400000000002,0.768968,0.003467,0.422915,0.414912,UP
1,0.829787,0.089798,0.6620050000000001,0.003467,0.422915,0.414912,UP
2,0.085106,0.07520700000000001,0.349747,0.003467,0.422915,0.414912,DOWN
2,0.276596,0.099766,0.479917,0.003467,0.422915,0.414912,UP
2,0.829787,0.09072899999999999,0.641922,0.003467,0.422915,0.414912,UP
2,0.9148940000000001,0.077669,0.49643000000000004,0.003467,0.422915,0.414912,DOWN
3,0.361702,0.042572000000000006,0.6030939999999999,0.003467,0.422915,0.414912,DOWN
3,0.723404,0.042572000000000006,0.671824,0.003467,0.422915,0.414912,DOWN
3,0.978723,0.056323000000000005,0.5376380000000001,0.003467,0.422915,0.414912,UP
3,1.0,0.056323000000000005,0.533918,0.003467,0.422915,0.414912,UP
4,0.42553199999999997,0.050858999999999994,0.6007140000000001,0.003467,0.422915,0.414912,UP
4,0.48936199999999996,0.050858999999999994,0.5264800000000001,0.003467,0.422915,0.414912,UP
4,0.723404,0.042692,0.625558,0.003467,0.422915,0.414912,DOWN
4,0.808511,0.042422,0.6417729999999999,0.003467,0.422915,0.414912,DOWN
4,0.978723,0.042572000000000006,0.535852,0.003467,0.422915,0.414912,DOWN
5,0.29787199999999997,0.047886,0.525141,0.003467,0.422915,0.414912,DOWN
5,0.446809,0.047886,0.59402,0.003467,0.422915,0.414912,DOWN
5,0.46808500000000003,0.047886,0.567539,0.003467,0.422915,0.414912,DOWN
5,0.5319149999999999,0.042572000000000006,0.528414,0.003467,0.422915,0.414912,DOWN
5,0.617021,0.042422,0.47307299999999997,0.003467,0.422915,0.414912,DOWN
5,0.659574,0.042422,0.47158599999999995,0.003467,0.422915,0.414912,DOWN
5,0.723404,0.047886,0.635228,0.003467,0.422915,0.414912,UP
6,0.06383,0.042422,0.39155,0.003467,0.422915,0.414912,DOWN
6,0.617021,0.056323000000000005,0.338441,0.003467,0.422915,0.414912,DOWN
6,0.787234,0.10318800000000002,0.595061,0.003467,0.422915,0.414912,UP
6,0.829787,0.075267,0.510562,0.003467,0.422915,0.414912,UP
7,0.19148900000000002,0.041942,0.09030099999999999,0.003467,0.422915,0.414912,DOWN
7,0.276596,0.056173,0.140286,0.003467,0.422915,0.414912,DOWN
7,0.42553199999999997,0.073406,0.45596499999999995,0.003467,0.422915,0.414912,UP
7,0.48936199999999996,0.075267,0.468462,0.003467,0.422915,0.414912,UP
7,0.6382979999999999,0.071815,0.337995,0.003467,0.422915,0.414912,UP
7,0.702128,0.079651,0.443618,0.003467,0.422915,0.414912,UP
7,0.723404,0.077429,0.537935,0.003467,0.422915,0.414912,UP
7,0.808511,0.075267,0.590896,0.003467,0.422915,0.414912,UP
7,0.8510639999999999,0.075267,0.5281170000000001,0.003467,0.422915,0.414912,UP
7,0.893617,0.056323000000000005,0.45670900000000003,0.003467,0.422915,0.414912,DOWN
7,0.9148940000000001,0.056323000000000005,0.414758,0.003467,0.422915,0.414912,DOWN
7,0.9361700000000001,0.042572000000000006,0.42978299999999997,0.003467,0.422915,0.414912,DOWN
1,0.0,0.042422,0.362095,0.003467,0.422915,0.414912,DOWN
1,0.021277,0.042422,0.321035,0.003467,0.422915,0.414912,DOWN
1,0.382979,0.074817,0.603392,0.003467,0.422915,0.414912,UP
1,0.446809,0.050858999999999994,0.571705,0.003467,0.422915,0.414912,DOWN
1,0.510638,0.079711,0.540762,0.003467,0.422915,0.414912,UP
1,0.574468,0.050858999999999994,0.5182979999999999,0.003467,0.422915,0.414912,DOWN
1,0.723404,0.050858999999999994,0.65665,0.003467,0.422915,0.414912,DOWN
1,0.808511,0.050858999999999994,0.658733,0.003467,0.422915,0.414912,DOWN
1,0.9361700000000001,0.042572000000000006,0.505951,0.003467,0.422915,0.414912,DOWN
2,0.170213,0.075958,0.192353,0.003467,0.422915,0.414912,UP
2,0.21276599999999998,0.075958,0.216156,0.003467,0.422915,0.414912,UP
2,0.42553199999999997,0.056323000000000005,0.634633,0.003467,0.422915,0.414912,DOWN
2,0.702128,0.11675899999999999,0.643261,0.003467,0.422915,0.414912,UP
2,0.765957,0.086075,0.8061590000000001,0.003467,0.422915,0.414912,UP
2,1.0,0.090309,0.5334720000000001,0.003467,0.422915,0.414912,UP
3,0.085106,0.082473,0.35525100000000004,0.003467,0.422915,0.414912,UP
3,0.361702,0.079711,0.614847,0.003467,0.422915,0.414912,DOWN
4,0.19148900000000002,0.056112999999999996,0.21318099999999998,0.003467,0.422915,0.414912,DOWN
4,0.31914899999999996,0.089798,0.623326,0.003467,0.422915,0.414912,UP
4,0.340426,0.087336,0.652187,0.003467,0.422915,0.414912,UP
4,0.978723,0.090909,0.5636720000000001,0.003467,0.422915,0.414912,UP
4,1.0,0.086075,0.550134,0.003467,0.422915,0.414912,UP
5,0.23404299999999997,0.077909,0.288456,0.003467,0.422915,0.414912,UP
5,0.382979,0.088297,0.6764359999999999,0.003467,0.422915,0.414912,UP
5,0.659574,0.042572000000000006,0.48259399999999997,0.003467,0.422915,0.414912,DOWN
5,0.680851,0.054612,0.504463,0.003467,0.422915,0.414912,DOWN
5,0.744681,0.064519,0.72404,0.003467,0.422915,0.414912,DOWN
5,0.9574469999999999,0.085565,0.558018,0.003467,0.422915,0.414912,UP
6,0.0,0.085565,0.5418029999999999,0.003467,0.422915,0.414912,UP
6,0.10638299999999999,0.064519,0.303184,0.003467,0.422915,0.414912,DOWN
6,0.21276599999999998,0.056713,0.17970799999999998,0.003467,0.422915,0.414912,DOWN
6,0.361702,0.10754200000000001,0.562779,0.003467,0.422915,0.414912,UP
6,0.574468,0.063378,0.407617,0.003467,0.422915,0.414912,DOWN
6,0.744681,0.11973099999999999,0.644897,0.003467,0.422915,0.414912,UP
6,0.808511,0.080911,0.592978,0.003467,0.422915,0.414912,UP
6,0.87234,0.080911,0.504017,0.003467,0.422915,0.414912,UP
7,0.021277,0.063378,0.342904,0.003467,0.422915,0.414912,DOWN
7,0.340426,0.080911,0.331449,0.003467,0.422915,0.414912,UP
7,0.510638,0.074817,0.386938,0.003467,0.422915,0.414912,UP
7,0.680851,0.075958,0.339334,0.003467,0.422915,0.414912,UP
1,0.085106,0.042422,0.24590900000000002,0.003467,0.422915,0.414912,DOWN
1,0.19148900000000002,0.056173,0.16661700000000002,0.003467,0.422915,0.414912,DOWN
1,0.382979,0.074817,0.663642,0.003467,0.422915,0.414912,UP
1,0.553191,0.064519,0.559952,0.003467,0.422915,0.414912,DOWN
1,0.680851,0.106071,0.561738,0.003467,0.422915,0.414912,UP
2,0.361702,0.074817,0.644154,0.003467,0.422915,0.414912,DOWN
2,0.46808500000000003,0.057763999999999996,0.583309,0.003467,0.422915,0.414912,DOWN
2,0.808511,0.074817,0.714817,0.003467,0.422915,0.414912,UP
2,0.87234,0.057734,0.638054,0.003467,0.422915,0.414912,DOWN
2,0.893617,0.057734,0.592383,0.003467,0.422915,0.414912,DOWN
3,0.085106,0.057734,0.37593000000000004,0.003467,0.422915,0.414912,DOWN
3,0.170213,0.042272000000000004,0.22776,0.003467,0.422915,0.414912,DOWN
3,0.21276599999999998,0.042272000000000004,0.254686,0.003467,0.422915,0.414912,DOWN
3,0.446809,0.075417,0.634781,0.003467,0.422915,0.414912,UP
3,0.5319149999999999,0.07875,0.555638,0.003467,0.422915,0.414912,UP
3,0.553191,0.11829,0.5455220000000001,0.003467,0.422915,0.414912,UP
3,0.659574,0.092771,0.516513,0.003467,0.422915,0.414912,UP
3,0.765957,0.11823,0.8049689999999999,0.003467,0.422915,0.414912,UP
4,0.10638299999999999,0.077609,0.352127,0.003467,0.422915,0.414912,DOWN
4,0.14893599999999999,0.042272000000000004,0.267629,0.003467,0.422915,0.414912,DOWN
4,0.31914899999999996,0.10475,0.622583,0.003467,0.422915,0.414912,UP
4,0.617021,0.075417,0.502975,0.003467,0.422915,0.414912,DOWN
4,0.702128,0.116729,0.585838,0.003467,0.422915,0.414912,UP
4,0.978723,0.095052,0.593871,0.003467,0.422915,0.414912,UP
5,0.340426,0.090369,0.65427,0.003467,0.422915,0.414912,UP
5,0.40425500000000003,0.125796,0.721511,0.003467,0.422915,0.414912,UP
5,0.659574,0.125796,0.527522,0.003467,0.422915,0.414912,UP
5,0.702128,0.134682,0.6127640000000001,0.003467,0.422915,0.414912,UP
5,0.765957,0.090369,0.721214,0.003467,0.422915,0.414912,DOWN
5,0.893617,0.041732,0.527075,0.003467,0.422915,0.414912,DOWN
5,0.9148940000000001,0.041732,0.479917,0.003467,0.422915,0.414912,DOWN
6,0.10638299999999999,0.041582,0.282059,0.003467,0.422915,0.414912,DOWN
6,0.276596,0.041582,0.228206,0.003467,0.422915,0.414912,DOWN
6,0.446809,0.041762,0.513686,0.003467,0.422915,0.414912,DOWN
